sku,name,upc,msrp,salePrice,categoryNode,categoryPath,thumbnailImage,numsearches,added
44662955,"LEGO Dimensions Starter Pack (Xbox 360)",883929450404,-1,36.98,2636_1263469,"Video Games/Lego Video Games for Xbox, PlayStation + Nintendo Systems",https://i5.walmartimages.com/asr/bc827d5f-19de-4e38-8b90-11d942565554_1.997709681114b1f1532ead5a615853ce.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
44665435,"Deus Ex: Mankind Divided - Day One Edition for Xbox One",662248916354,-1,24.99,2636_1040579,"Video Games/Video Game Titles",https://i5.walmartimages.com/asr/d811dcf1-3923-4dad-9139-5458258873cd_1.1b2a2a79e241840f4ee35face3d52d42.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
721442530,"Straight Talk Samsung Galaxy S7 32GB Prepaid Smartphone, Black",616960246909,-1,399,1105910_1045119_1225527,"Cell Phones/Straight Talk Wireless/Straight Talk Phone Plans",https://i5.walmartimages.com/asr/b6236ac9-3e43-4bd7-bf63-0c5bf7830b28_1.8d15d1434272177652bfeb752aef8d32.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
54058565,"Contemporary Armoire, Black",805780112482,-1,90,4044_133012_1993067,"Home/Decor/Jewelry Armoires",https://i5.walmartimages.com/asr/fd3d3c81-5fe9-4785-abbd-17cdd7771f1b_1.e97ce339a6656310249a2eb9e01ce99a.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,1,
55208736,"Ozark Trail 10' x 10' Instant Canopy",817427015971,-1,59,4125_546956_4128,"Sports & Outdoors/Outdoor Sports/Camping/Canopies & Shelters/Canopy and Shelter Accessories",https://i5.walmartimages.com/asr/8b499642-0510-449e-b771-cd4a766213b8_1.de7c8d35e6fb363dca89410f41ee9092.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
54631475,"Rachael Ray 16-Piece Hard Porcelain Enamel Nonstick Cookware Set",51153176814,-1,129,4044_623679_133020,"Home/Kitchen & Dining/Cookware & Tools/Cookware Sets",https://i5.walmartimages.com/asr/97f76b6c-234b-4f5c-92aa-d0afe3d029b7_1.c11496fdc3a19db26baf2417f9831e5b.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
55372705,"Mainstays 3-Piece Pre-Seasoned Cast Iron Skillet Set",841068100062,-1,13.48,4044_623679_133020,"Home/Kitchen & Dining/Cookware & Tools/Specialty Cookware",https://i5.walmartimages.com/asr/af7b7cfb-2841-42e9-bcf4-d3c05b7dc179_1.8505fa07c65783a0770e027f4a3ef5b4.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
54475556,"ChimneyFree Infrared Quartz Electric Space Heater, 5,200 BTU, Black Metal #CFI-470-02",611768096015,-1,67.82,1072864_133032_5411540,"Home Improvement/Heating, Cooling, & Air Quality/Fireplaces/Stoves/Electric Stoves",https://i5.walmartimages.com/asr/02027a9e-384a-4831-b958-a8165f1625ab_1.40a6ce82686d143b73802d14d112f099.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,1,
185743294,"Copper Chef 2-Piece Copper Crisper",752356815684,-1,10,4044_623679_133020,"Home/Kitchen & Dining/Cookware & Tools/Dutch Ovens & Roasters",https://i5.walmartimages.com/asr/f7c8767b-6461-4d64-87ec-9b88991869ce_1.d164012f749ee2631cffa6b6ca4c8097.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
230794729,"The Pioneer Woman Garland 4-Piece Measuring Bowls",85081413161,-1,7.43,4044_623679_133020,"Home/Kitchen & Dining/Cookware, Bakeware & Tools/Food Prep",https://i5.walmartimages.com/asr/07170367-386a-4cd2-9394-ffa746003a60_2.03c713729eb9963697a98cc3b2345300.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
53983698,"Sunbeam Electric Heated Fleece Throw",27045795470,-1,19.96,4044_539103_1095008,"Home/Bedding/Basic Bedding/Basic Bed Blankets",https://i5.walmartimages.com/asr/0a86c3b9-7b97-4d10-b8da-db1f4bbb0a42_1.8f14103eaa7c3f4b9329e3fa10bfea9e.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
867645281,"LEGO Classic Bricks on a Roll 10715 - 60th Anniversary Limited Edition",673419294096,-1,29.84,4171_4186_1044000,"Toys/Building Sets & Blocks/Building Sets",https://i5.walmartimages.com/asr/36ad4df1-14c9-487f-881c-7608faff5967_2.94cb36361d8405f9203e696a0ad01de0.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,4,
20557863,"Schick Hydro 5 Razor Blade Refills for Men with Flip Trimmer - 8 Count",841058015154,-1,25.74,1005862_1007220_1007399,"Personal Care/Shaving/Razors",https://i5.walmartimages.com/asr/96b6f546-6b99-4bbf-9724-73f3a111082b_1.7c3258d6211940709882b7937025b0e7.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,2,
46858258,"The Pioneer Woman Cowboy Rustic Forged 14-Piece Cutlery Set, Red Rosewood Handles",85081270887,-1,69,4044_623679_133020,"Home/Kitchen & Dining/Cookware & Tools/Knives & Sharpeners",https://i5.walmartimages.com/asr/769f8e23-c20f-4d82-8b00-f15b3c567ce8_1.3fd9264fcb2c874ba509fe06e46ba413.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,2,
55036769,"Oster 2-in-1 Salad Prep & Food Processor, 1.0 CT",34264483682,-1,39.99,4044_90548_90546,"Home/Appliances/Kitchen Appliances/Food Prep and Processors/Food Processors",https://i5.walmartimages.com/asr/b24da52b-84f5-4c76-b1ee-9f03eed43181_2.2f70d08cc942701babb75d8324aea011.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
54631474,"Rachael Ray 16-Piece Hard Porcelain Enamel Nonstick Cookware Set",51153176807,-1,129,4044_623679_133020,"Home/Kitchen & Dining/Cookware & Tools/Cookware Sets",https://i5.walmartimages.com/asr/2cea47ba-ad92-400b-8365-c3e6cb4d41fe_1.61b4bf9ca6a0dacce771ed2511f34984.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
49673944,"Keurig K50 Coffee Maker",611247358337,-1,75.99,4044_90548_90546,"Home/Appliances/Kitchen Appliances/Coffee & Espresso Makers/Coffee Makers",https://i5.walmartimages.com/asr/bbccfe43-747b-4839-9a4b-a5702a9d3c36_1.5fbe4bffc6c575bc7d86fb78a579b09d.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
477337765,"As Seen on TV Dream Tents Space Adventure",735541304248,-1,21.99,1115193_1111632_5641784,"Household Essentials/As Seen On TV/As Seen on TV Toys",https://i5.walmartimages.com/asr/3add02f2-2d12-408b-a09d-b3514599b99d_2.42020185f9e08818faa2f386bf5b0268.png?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
553008084,"Nostalgia CBD5SS Homecraft On Tap Beer Growler System",82677002730,-1,144.28,4044_90548_9963786,Home/Appliances/Refrigerators/Kegerators,https://i5.walmartimages.com/asr/1af69582-5db8-4874-bea4-f480c6971ebe_2.12a1c469b0eb705d511590dffefa128a.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
52443743,"""Dell - Inspiron 2-in-1 11.6"""" Touch-Screen Laptop - Intel Pentium - 4GB Memory - 500GB HD - Red""",884116217350,-1,279,3944_3951_1089430,"Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers",https://i5.walmartimages.com/asr/d4455ec8-96ec-4e5b-bfbe-5188ab226529_1.eaf764e5537eb271fd8f5601074713d5.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
55315115,"Inspiron 11.6in Notbook Intel Pentium N3710 4GB RAM 500GB HDD",884116217930,-1,279,3944_3951_1089430,"Electronics/Computers/Laptops/Shop Laptops by Type/Touchscreen Laptops",https://i5.walmartimages.com/asr/d0c22fd0-21b3-4c65-ba80-6d0dd3af8b13_1.0ef454456674c4ff963b364586ac87a9.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
39577033,"Lasko Cyclonic Digital Ceramic Heater",46013775122,-1,79.86,1072864_133032_1231142,"Home Improvement/Heating, Cooling, & Air Quality/Heaters/Electric Heaters",https://i5.walmartimages.com/asr/813efd5a-e44f-46ca-a48f-3fb8f3efc6b6_1.f61b185b9504e37957995cc3df4d48d1.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
141157615,"Transformers: The Last Knight -- Knight Armor Turbo Changer Bumblebee",630509516452,-1,19.99,4171_4172_133130,"Toys/Action Figures/All Action Figures",https://i5.walmartimages.com/asr/6e8e61b6-dfa4-4e2e-a1ca-60c9a917fdee_1.cdaee589c4e0629ad45b560d901e6395.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
55795906,"Sony PlayStation 4 Slim 1TB Gaming Console, Gold, 3002189",711719510048,-1,299.99,2636_1102672_1106096,"Video Games/PlayStation 4 Consoles, Games, Controllers + More/PlayStation 4 (PS4) Consoles",https://i5.walmartimages.com/asr/a255ff55-beca-464c-a62f-efc3c0c4d5df_1.814f07d3a7e536b8b75133e1c36de849.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
197424692,"""HP Stream 14"""" Jet Black Laptop, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage""",191628693696,-1,224.99,3944_3951_1089430,"Electronics/Computers/Laptops/Shop Laptops by Type/All Laptop Computers",https://i5.walmartimages.com/asr/2516ed33-ca9e-4818-b8b1-04809ffeecfa_2.bb550d731642abebd894134a43019429.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
55510073,"HP Sprocket Portable Photo Printer, print social media photos on 2x3 sticky-backed paper - white (X7N07A)",190780225561,-1,129.95,3944_133277_1070984,"Electronics/Cameras & Camcorders/Instant Film Cameras",https://i5.walmartimages.com/asr/3b0ad7e5-9c4d-44c0-87e4-0716471e8a29_1.4b1d9bbf935c752ed71bf75665e194b2.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
127817501,"Fitbit Alta Black Large",816137022736,-1,129,4125_4134_1229723,"Sports & Outdoors/Exercise & Fitness/Wearable Technology/Fitbit",https://i5.walmartimages.com/asr/e6beec77-3658-4fd3-9a1e-336bcfede30d_1.5185e410aef6f3b293de4a276b6e72e6.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
744403362,"Sony DualShock 4 Controller for PlayStation 4, Blue Crystal (Walmart Exclusive)",711719511847,-1,59.96,2636_1102672_1106097,"Video Games/PlayStation 4 Consoles, Games, Controllers + More/PlayStation 4 (PS4) Accessories",https://i5.walmartimages.com/asr/69480925-37fa-4133-a9d2-597b68290574_1.4a30484f923427763c051ff5be13d91e.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
28802345,"Play Station Dual Shock Wireless Controller",711719100379,-1,46.96,2636_1102672_2958112,"Video Games/PlayStation 4 Consoles, Games, Controllers + More/PlayStation 4 (PS4) Controllers",https://i5.walmartimages.com/asr/9a955cdc-666e-4cf6-8440-54c35376811f_1.fa74f6283bf73f55e0ab2395a30cd1dd.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
49533038,"Fitbit Alta - Small",810351025306,-1,129.95,4125_4134_1229723,"Sports & Outdoors/Exercise & Fitness/Wearable Technology/Fitbit",https://i5.walmartimages.com/asr/424fd567-55dd-4113-b4ad-082213f72be6_1.f0e5a9f8ca1ccc3e0a08f2a04f2e3645.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
54310059,"GoPro Session Hero5 Camera",818279016680,-1,98,3944_133277_1095238,"Electronics/Cameras & Camcorders/GoPro Cameras & Accessories",https://i5.walmartimages.com/asr/76b114e6-561c-46bf-bb16-0c22802bf5b0_1.9a57cfee7556908741d6d5520bb1bd67.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,0,
196418058,"Fitbit Alta Plum Small",816137022729,-1,129,4125_4134_1229723,"Sports & Outdoors/Exercise & Fitness/Wearable Technology/Fitbit",https://i5.walmartimages.com/asr/ccc06488-48fa-405b-90af-1af0df172efe_1.e127a9935b3ca37346b55ad0b2784240.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
49533031,"Fitbit Alta - Large",810351025245,-1,129.95,4125_4134_1229723,"Sports & Outdoors/Exercise & Fitness/Wearable Technology/Fitbit",https://i5.walmartimages.com/asr/190a486b-e075-4e4d-9beb-20fd04b11e61_1.d6924103c10bc429876ea9c2874f5437.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
135589810,"Samsung Galaxy S7 SM-G930V 32GB Gold Verizon Wireless",887276135649,-1,704,1105910_1072335_8991975,"Cell Phones/No-Contract Phones & Plans/Prepaid & No-Contract Phones",https://i5.walmartimages.com/asr/fa719f19-c631-4b47-b04d-39eb1a5e2d92_1.9f5323084c7e37215fa036f81fccda0f.png?odnHeight=100&odnWidth=100&odnBg=FFFFFF,1,
48956271,"Ninja Multicooker (3 in 1) System - Slow Cooker, Stove Top, and Oven (MC750)",622356540438,-1,79,4044_90548_90546,"Home/Appliances/Kitchen Appliances/Slow Cookers",https://i5.walmartimages.com/asr/010f2df7-8211-49a3-873f-0512b541eca5_1.a5783d065c58eaa425b7855ae7dc9339.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
451084042,"Apple iPad Wi-Fi 32GB Gold",190198323071,-1,300,3944_1078524_1078084,"Electronics/iPad & Tablets/All Tablets",https://i5.walmartimages.com/asr/d77b32ee-66fa-48d3-bd3c-b9b24a496483_1.78997456599888c8d59bf7aa18af2fab.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,2,
434237883,"Fitbit Alta HR Heart Rate Wristband - Large",816137024037,-1,129.95,4125_4134_1229723,"Sports & Outdoors/Exercise & Fitness/Wearable Technology/Fitbit",https://i5.walmartimages.com/asr/b0656d61-7aeb-464a-ae14-493580875b82_1.55f4b5ccc0b3b44bcb5266550760c9d4.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,3,
719041127,"Brand Fitbit Alta Hr Gift Set: Fitness Wristband & Bonus Coral Accessory Band",816137025768,-1,129,4125_4134_1078104,"Sports & Outdoors/Exercise & Fitness/Exercise & Fitness Accessories/Heart Rate Monitors",https://i5.walmartimages.com/asr/b5e26281-dbf1-462b-a2db-46e943a1588e_1.d1a04b16f7b1d6f3f813148bbe9205a8.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
49239280,"Select by Calphalon Stainless Steel 10-piece Cookware Set",16853065257,-1,159,4044_623679_133020,"Home/Kitchen & Dining/Cookware & Tools/Cookware Sets",https://i5.walmartimages.com/asr/ee824dcd-94ce-40cc-929b-1fbb12b4169b_1.a9b4913059cee6fc99ebcc5090a84613.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
49239279,"Select by Calphalon Stainless Steel 5 Qt Dutch Oven & Cover, 1.0 CT",16853065226,-1,39.99,4044_623679_133020,"Home/Kitchen & Dining/Cookware & Tools/Dutch Ovens & Roasters",https://i5.walmartimages.com/asr/4c4abcfe-d447-4c31-b583-1ab2b4756aea_1.0ba43f50746aa8aae8986e6780c0f334.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,1,
42351712,"Gain flings! Laundry Detergent Pacs, Tropical Sunrise, 31 count",37000916239,-1,7.87,1115193_1071967_1149379,"Household Essentials/Laundry/Laundry Detergents",https://i5.walmartimages.com/asr/24e4fe34-1564-4df2-bcae-98182313e82b_1.de47175418e06fb9745fac8d8eaa3901.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
126440048,"Pioneer Woman Ocean Teal 10 inch Fry Pan",85081412157,-1,19.67,4044_623679_133020,"Home/Kitchen & Dining/Cookware & Tools/Pans",https://i5.walmartimages.com/asr/7f2cbd63-9616-4ed8-b2ba-7d2420b711a0_2.cea974e448a604290d0328ed151029ee.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
51211910,"Apple iPad Pro 9.7-inch 256GB WiFi",888462763837,-1,618,3944_1078524_5876614,"Electronics/iPad & Tablets/iPad/iPads/9.7 iPad Pro",https://i5.walmartimages.com/asr/dd7bfc69-4787-4cbf-94a8-f4377febc798_1.f42753b98d578b6314736be894186b9a.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
47364217,"""Apple 12.9-inch iPad Pro Wi-Fi - tablet - 32 GB - 12.9""""""",888462517904,-1,735,3944_1078524_1078084,"Electronics/iPad & Tablets/All Tablets",https://i5.walmartimages.com/asr/12d700df-1053-464d-a6e5-6eb6bba34245_1.a1f67bc63c2880d6be8edb84a6424ee4.jpeg?odnHeight=100&odnWidth=100&odnBg=ffffff,0,
47364211,"""Apple 12.9-inch iPad Pro Wi-Fi - tablet - 128 GB - 12.9""""""",888462521628,-1,860,3944_1078524_1078084,"Electronics/iPad & Tablets/All Tablets",https://i5.walmartimages.com/asr/f904caa7-be48-4fe4-a54c-65adb3f251f9_1.aa54253afc41afa1e507184bb0345308.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
47364207,"""Apple 12.9-inch iPad Pro Wi-Fi - tablet - 128 GB - 12.9""""""",888462520881,-1,799.99,3944_1078524_1078084,"Electronics/iPad & Tablets/All Tablets",https://i5.walmartimages.com/asr/44e572f2-1470-4d9c-b45e-e4bb8e00edcf_1.e75c1634943653d8ec5797cc6381cb9f.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
51240739,"""Lenovo TAB3 with WiFi 8"""" Touchscreen Tablet PC Featuring Android 6.0 (Marshmallow) Operating System""",190404654869,-1,108.89,3944_1078524_1231200,"Electronics/iPad & Tablets/Android Tablets",https://i5.walmartimages.com/asr/81605e0b-c7b0-4f5b-a2c2-03b2347d8a28_1.3dc2d5e90e584330beb82a1fa8d94a2c.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
51211916,"Apple iPad Pro 9.7-inch 256GB WiFi",718771293322,-1,619,3944_1078524_5876614,"Electronics/iPad & Tablets/iPad/iPads/9.7 iPad Pro",https://i5.walmartimages.com/asr/521880b5-c563-4cf0-b461-2c4b2826b5ab_1.0d963116d863bb2a73d76cc261a8919d.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
106607294,"""Lenovo Yoga Book with WiFi 10.1"""" Touchscreen Tablet PC Featuring Android 6.0.1 (Marshmallow) Operating System""",190151294462,-1,293.48,3944_1078524_1078084,"Electronics/iPad & Tablets/All Tablets",https://i5.walmartimages.com/asr/610b398a-850c-4452-923b-7c42c234acdc_1.3a1bdeebe7e45276f2ee30b06ca7b5bb.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,3,
42608100,"Apple iPad Pro 9.7-inch 128GB WiFi",888462809177,-1,659.96,3944_1078524_1078084,"Electronics/iPad & Tablets/All Tablets",https://i5.walmartimages.com/asr/afa2850f-cb67-4917-aa4a-ede528a31e61_1.5a5e5ed558ad7801811aeff0d5f31ab0.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
47364203,"""Apple 12.9-inch iPad Pro Wi-Fi - tablet - 32 GB - 12.9""""""",888462515726,-1,798.98,3944_1078524_1078084,"Electronics/iPad & Tablets/All Tablets",https://i5.walmartimages.com/asr/44e572f2-1470-4d9c-b45e-e4bb8e00edcf_1.e75c1634943653d8ec5797cc6381cb9f.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
49909682,"Ruffles® All Dressed Potato Chips, 8.5 oz. Bag",28400598293,-1,2.98,976759_976787_1001390,"Food/Snacks, Cookies & Chips/Chips & Crisps",https://i5.walmartimages.com/asr/aad80d23-fc1d-4fc5-ae41-ec92bab97899_1.b8deef2cf42f6df99f382ad695fc03f1.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,3,
28432259,"Ruffles Oven Baked Original Potato Crisps, 6.25 oz Bag",28400184793,-1,2.98,976759_1231294,Food/Frito-Lay,https://i5.walmartimages.com/asr/3cb0bb18-ef43-426d-bb80-337dbbc61c6a_1.a8f9941857db8ff7e1b22383b22ce792.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,3,
154519234,"Ruffles Flamin' Hot Potato Chips, 8.5 oz Bag",28400634786,-1,2.98,976759_976787_1001390,"Food/Snacks, Cookies & Chips/Chips & Crisps",https://i5.walmartimages.com/asr/5523c1f9-cbcb-45f5-ae44-cd6aa25efa4a_1.694d6fc9b5594d47f52cabafb2e1a5b8.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,5,
45718209,"Lay's Southern Biscuits & Gravy Flavored Potato Chips, 7.75 oz. Bag",28400576697,-1,2.48,976759_1231294,Food/Frito-Lay,https://i5.walmartimages.com/asr/2f099ae2-3ee7-4620-92a3-8b1391a8f01b_1.53f96cebcba0577f1777d248cbd1d21e.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
37650688,"Keurig 2.0 K400 Coffee Brewing System with Carafe",649645202211,-1,119.49,4044_90548_90546,"Home/Appliances/Kitchen Appliances/Coffee & Espresso Makers/Coffee Makers",https://i5.walmartimages.com/asr/be0088f9-1cd8-474a-ba8f-54555ade37ea_1.ddc397bfbdde45e9fe9c4feab386cc98.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
15076256,"Kirby's Epic Yarn (Wii)",45496901998,-1,22.98,2636_1040579,"Video Games/Video Game Titles",https://i5.walmartimages.com/asr/68f8e300-fb9e-4b3a-bd01-94af49730b2c_1.d938f26e90e8cc4dff729cdfcf916e21.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
14222429,"METROID OTHER M",45496901912,-1,25,2636_1098124_1225001,"Video Games/Nintendo Wii U / Wii/Nintendo Wii Games",https://i5.walmartimages.com/asr/bc53bd22-2f14-4bde-a009-afa077e57142_1.d4030a35670b3817abcaf7d4cd39b590.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,1,
14090082,"SIN & PUNISHMENT STAR SUCCESSOR",45496901820,-1,16.61,2636_1040579,"Video Games/Video Game Titles",https://i5.walmartimages.com/asr/2b6a8d85-85bd-43b3-bb6c-042c2a4c82cf_1.da0faf34a1e49cdcb97595072bab6c79.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,1,
10333540,"Wario Land Shake It! (Wii)",45496901172,-1,27.48,2636_4240495_1512800,"Video Games/Shop by Video Game Franchise/Super Mario Video Games on Nintendo",https://i5.walmartimages.com/asr/d4ede796-87ff-495a-9dfe-c72a08dee49c_1.e9f3e7de9147fd7e9015d22d042f6785.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
14904989,"Samurai Warriors 3 (Wii)",45496901936,-1,13.98,2636_1098124_1225001,"Video Games/Nintendo Wii U / Wii/Nintendo Wii Games",https://i5.walmartimages.com/asr/a27dc0a1-7693-4cdd-be5d-1cb778958ff0_1.1fb25b4ed520e5c34c5929bc5131e383.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,1,
14904921,"Professor Layton and the Unwound Future",45496741075,-1,27.3,2636_1089666,"Video Games/Kids and Family Games",https://i5.walmartimages.com/asr/d3f0a4d2-e9b7-41d1-b901-24eb14281823_1.4af3aa35be8a743337c00a284a6cb577.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,0,
47760481,"Samsung Gear S2, Classic",887276126494,-1,251.87,4125_4134_1078104,"Sports & Outdoors/Exercise & Fitness/Exercise & Fitness Accessories/Activity Trackers",https://i5.walmartimages.com/asr/639db94d-e3be-4dca-ab18-1af9218f0f06_1.50e85f15d2f5b2197a8cfe500612ae8c.jpeg?odnHeight=100&odnWidth=100&odnBg=FFFFFF,3,
